text,label,source,prob_positive
đáng mua nha a mọi người,1,pseudo,0.9906004667282104
chất_liệu không bt,0,pseudo,0.0075795967131853
"dép đẹp lắm nha mn , nên mua",1,pseudo,0.9927889704704284
xinh rẻ đẹp nên mua,1,pseudo,0.9929234981536864
giá rẻ dép xinh,1,pseudo,0.99139142036438
"sản_phẩm rất ok , y hình",1,pseudo,0.9924334287643432
sẽ ủng_hộ tiếp,1,pseudo,0.9903834462165833
hậhbsnahnabsnsbhahn b s h sen s sún b d h s sn ua bs h sb s s ha bs sb h s,0,pseudo,0.0040103904902935
shop giao ko đúng sie,0,pseudo,0.0044382386840879
dép đẹp em chân,1,pseudo,0.9904988408088684
rất là ok,1,pseudo,0.9926645159721376
đẹp rất hi_hi,1,pseudo,0.9929350018501282
"đúng si e , giao hàng n h anh , đẹp xinh xỉu",1,pseudo,0.9929558038711548
sản_phẩm đẹp quá_trời luôn,1,pseudo,0.9929530024528505
chất_liệu bong,0,pseudo,0.0035852550063282
con hàng giao dép đi trong nhà,0,pseudo,0.0244192518293857
tôi chưa nhận được hàng và chưa thanh_toán gì cả,0,pseudo,0.0209619160741567
dép xinh h xỉu luôn íii,1,pseudo,0.9929456114768982
êm chân orm đẹp,1,pseudo,0.99289071559906
nên mua a nha mng oii,1,pseudo,0.988738179206848
đẹp m,1,pseudo,0.9915973544120787
n nên mua,1,pseudo,0.9914774298667908
dép đi êm giao hàng nhanh ship e r nhiệt_tình,1,pseudo,0.991693675518036
"chất liệuêm , ấm",1,pseudo,0.9927579164505004
đúng với mô_tả rất ưng_ý,1,pseudo,0.9928138852119446
chất_liệu lông xù,0,pseudo,0.0051831793971359
không giống trong hình,0,pseudo,0.0130775095894932
hài_lòng rất hài_lòng,1,pseudo,0.9927901029586792
sp đẹp mang êm chan,1,pseudo,0.9928330183029176
chất_liệu khá mỏng,0,pseudo,0.0256764199584722
"chất_lượng sản_phẩm tốt , đẹp đóng_gói cẩn_thận rất đáng tiền nên mua",1,pseudo,0.9929051995277404
chất_liệu vải rất mỏng,0,pseudo,0.0205013621598482
đúng với mô_tả áo vải đẹp và rẻ,1,pseudo,0.9909109473228456
"áo rất đẹp mặc mát , phù_hợp cho mọi lứa tuổi",1,pseudo,0.9928030371665956
"mọi người hãy mua và dùng thử ik nào , shop rất uy_tín và chất_lượng",1,pseudo,0.992645025253296
chất_liệu vãi dù,0,pseudo,0.0091947978362441
chất_liệu vai mong,0,pseudo,0.0054286951199173
"xấu , áo bé , quảng_cáo áo đẹp , nhưng là hàng sa le k không_thể đòi_hỏi được , nhưng với k mua về kh mặc làm áo_mưa thì dính nước , dẻ lau thì không thấm nước , nói_chung là , phí",0,pseudo,0.0047008716501295
tuyệt_vời lắm,1,pseudo,0.9929049611091614
mình dùng rất thích,1,pseudo,0.9928116202354432
quá đỉnh,1,pseudo,0.9928573369979858
sang chảnh,1,pseudo,0.9928956627845764
hàng đẹp mà giáo nhanh nx,1,pseudo,0.9928439259529114
"hàng y mẫu , cho shop sao",1,pseudo,0.9915794134140016
áo hỏng tốt hàng si da,0,pseudo,0.0041242246516048
"rẻ , đẹp , đóng_gói kĩ_càng",1,pseudo,0.9928579330444336
sản_phẩm tốt ok phù_hợp giá tien cam on s gop nha ao hoi nho thanh kiu shop nhieu ạ áo nay phu hop cho nguoi nho mac phu hop anh ví deo mang tinh chat nhạn xu,1,pseudo,0.9927392601966858
"áo đẹp , vải lớp , đúng với giá tiền lười chụp lắm",1,pseudo,0.992870271205902
chất_liệu khác,0,pseudo,0.0050036860629916
"áo đúng với hình_ảnh , giá hợp_lí đáng để mua",1,pseudo,0.9918934106826782
chất_liệu ok ngon,1,pseudo,0.992883563041687
ta lo oi rất hài_lòng,1,pseudo,0.9887922406196594
màu_sắc đểu,0,pseudo,0.004149348475039
đúng với mô_tả ko dồng mới mô_tả,0,pseudo,0.0136906905099749
khuyên ă đừng mua,0,pseudo,0.0041374335996806
hàg giao nhanh nhận hàng ưng_ý lắm nha k chất_lượng cao lắm mua đi nha mọi người,1,pseudo,0.9928845763206482
đúng với mô tản o_o ko đúng vs mô_tả,0,pseudo,0.0056682075373828
hơi buồn vì may mỗi bên túi và chỉ thừa nhiều hơn nx là nút chỉ ko chắc kéo ra cái chắc bung hết ra,0,pseudo,0.0121260210871696
h d h d b d b b n d n d n d n d n b br n r n b b n n b n n b b v d br e r br r br b d n d n d n b d b d h d b b d b d b d n,0,pseudo,0.0338964909315109
chất_liệu kh bt,0,pseudo,0.0399082563817501
mỏng nhiều chỉ thừa kh nghĩ nó bé nt,0,pseudo,0.0375156551599502
chất_liệu vai du,0,pseudo,0.0362456291913986
chất_liệu vải hoi mỏng,0,pseudo,0.023136606439948
sản_phẩm khá tốt mặc vừa giao hàng tận_tình rất hài_lòng,1,pseudo,0.9928821325302124
"áo khá mỏng , cổ_tay bị chật , hình_ảnh chỉ mang tính_chất nhận xu",0,pseudo,0.0038567876908928
hàng đẹp không chê vào đâu luôn chất vải đẹp nhá cảm_ơn shop và shop pe,1,pseudo,0.9929465651512146
sp quá bé chất_lượng thì quá tệ khuyên m,0,pseudo,0.0044109215959906
như áo_gió thằng bạn mua,0,pseudo,0.0457564182579517
lớp mỏng dí,0,pseudo,0.0084626488387584
em tưởng áo dày như hình mà gửi về áo mỏng hơn em tưởng có chỗ chỉ còn bị hỏng ạ mong shop lần sau có_thể cho áo như hình ạ chứ thất_vọng lắm ạ,0,pseudo,0.0038808682002127
"mặc lên cũng được , cũng hợp s ty le lắm nha mọi người nhưng lúc mặc vào thì lúc đầu cánh_tay bởi chưa quen nên khó nhúc_nhích nhưng mặc một lúc là quen hà , nên sản_phẩm tuyệt_vời lắm",1,pseudo,0.9909412264823914
áo hơi mỏng và nhỏ so với mik hình_ảnh chỉ mang tính_chất kiếm xu,0,pseudo,0.0123407123610377
áo mỏng mặc chật,0,pseudo,0.0416458658874034
áo chất gió k mà như thế là tốt lắm luôn ấy ạ m,1,pseudo,0.9882152080535888
đúng với mô_tả mỏng quá,0,pseudo,0.0088365338742733
không đánh_giá cao nhá video mang tính_chất nhận xu,0,pseudo,0.0045247273519635
mà mỗi_tội áo mỏng chiều dài áo ngắn và cộc,0,pseudo,0.0046216673217713
om bé,0,pseudo,0.015918968245387
màu_sắc trắng và đen,0,pseudo,0.0400289967656135
đánh_giá chỉ mang tính_chất nhận xu không có giá_trị tham_khảo,0,pseudo,0.0040719783864915
"hình_ảnh và video chỉ mang tính_chất nhận xu thưởng , áo khá mỏng",0,pseudo,0.0123658254742622
"rẻ , đẹp , chất_lượng ok",1,pseudo,0.9928568601608276
hàng đẹp chất_lượng mẫu_mã ok đúng như mô_tả phù_hợp với giá tiền,1,pseudo,0.9914235472679138
điểm cho chất_lượng dù mik mua giá quá rẻ ạ ban_đầu còn sợ không ra thì hàng về bất ngợ luôn tại giá rẻ quá mà áo thì oke so với giá_thành như_vậy là quá rẻ và với chất_lượng thì mik thấy chỉ thừa không nhiều túi áo có hơi phèn chút ạ nếu may bằng vải tối màu hơn chút thì lai i ok n c mặc ok,1,pseudo,0.9904879927635192
vải lớp mỏng k có chỉ thừa săn sa le với giá k mà như thế_này là quá ok r shipper vui_vẻ thân_thiện nên mua,1,pseudo,0.9914051294326782
chất_liệu chắc là vải cotton mỏng,0,pseudo,0.0364960059523582
vải mỏng hơn tưởng_tượng,0,pseudo,0.0253819935023784
áo đúng với mô_tả đẹp giá vậy là hợp_lý ròi,1,pseudo,0.9890761375427246
áo bombe r bad kiểu_dáng un i sex re e si e kg phong_cách hàn_quốc,0,pseudo,0.0044403886422514
chất gió đẹp mặc đơn đôi nhóm ok,1,pseudo,0.9928930401802064
re e si e orm rộng cực đẹp,1,pseudo,0.9911222457885742
chất_liệu rất tuyệt_vời,1,pseudo,0.9928869605064392
tôi mặc trên người nên rất đã nha cực_kì rẻ mà ơi_là mát luôn,1,pseudo,0.992969572544098
kib h bib uu g vi h v,0,pseudo,0.044869989156723
chất_liệu vải mát nhưng vải may ở cánh_tay nóng,0,pseudo,0.0441780090332031
đúng với mô_tả quá đúng,1,pseudo,0.9887601137161256
"chưa đc mà ok quá_trời , nhận hàng xinh cự c , a",1,pseudo,0.9911969900131226
"chất liệubền , đường may ổn",1,pseudo,0.9918233752250672
áo đẹp lắm luôn n nha a,1,pseudo,0.9927592277526855
cam on shop,1,pseudo,0.988875925540924
chất_liệu vat i gió,0,pseudo,0.0423928424715995
"áo đẹp , đang tiền , ship e r thân_thiện nhma không nghĩ vải mỏng đến",1,pseudo,0.9885503649711608
"shop giao hàng khá n h anh , sản_phẩm giống hình cũng đẹp giá lại rẻ nữ a , mình sẽ tiếp_tục ủng_hộ shop nha",1,pseudo,0.9927639365196228
áo bombe r tay mỏng lắm luôn ý đúng là tiền_nào_của_nấy,0,pseudo,0.035240925848484
áo bị rảnh ở vai ở cổ_tay rách nhiều lắm ạ chat a lượng dởm gs n b he i e,0,pseudo,0.0043483818881213
bẹn e be b bện ư vi k ư e b he k ne hi e hẹ e e ẹ,0,pseudo,0.0051055974327027
hàng đẹp mn nên mua nha,1,pseudo,0.9928377270698548
chất_lượng tuyệt_vời,1,pseudo,0.9929147958755492
áo rất là mỏng mặc như thế thì chết cóng đi mất,0,pseudo,0.0081269675865769
"nhưng_mà nhiều chỗ trên tay_áo dính những vết đen rất dơ , chỉ thừa rất nhiều",0,pseudo,0.0038427740801125
chê ở điểm này nha,1,pseudo,0.992021381855011
nên mua nha pai,1,pseudo,0.988109529018402
chất_liệu vải mỏng kiểu áo_gió,0,pseudo,0.0123024294152855
màu_sắc màu đen s hin cậu bé bút_chì,0,pseudo,0.040471326559782
màu_sắc y é,1,pseudo,0.9927377104759216
mn nên mua nha đt yd ch s,1,pseudo,0.9888288378715516
chất_liệu áo đẹp mặc vừa,1,pseudo,0.992203950881958
"vải khá mịn , mặc gọn chất áo thoải_mái , đường may mũi chỉ ok ko thấy chỉ thừa ns chung tóm_lại ổn_áp rất hài_lòng về sản_phẩm sẽ luôn theo_dõi s ho op và ủng_hộ shop",1,pseudo,0.9929453730583192
chất_liệu rất mỏng,0,pseudo,0.0132714714854955
nhưng_mà chỉ thừa rất nhiều,0,pseudo,0.0041546467691659
"may ko kĩ nếu xem thì phải may lại rất nhi ề u , túi áo ko định_hình",0,pseudo,0.0043847844935953
màu_sắc hơi tối,0,pseudo,0.035670768469572
"rẻ mà xịn , đẹp",1,pseudo,0.9929312467575072
"đáng đồng_tiền , các bạn nên mua hàng ở shop",1,pseudo,0.9925098419189452
hàng vô cg đẹp nha mọi người mỗi to oi i là nhìn hơi mỏng nhưng tho oi n mk cg rất vui,1,pseudo,0.9909945130348206
vs cả ns bị tróc sơn mn ạ,0,pseudo,0.0041503342799842
nma mk mua k nên cx k đòi_hỏi n,0,pseudo,0.0416465066373348
"nên mua , giao hàng lâu",0,pseudo,0.0041554286144673
bên ngoài sơn tróc hết phần cạnh nhg đẹp rất đáng tiền t h gian giao hàng nhanh,1,pseudo,0.988519251346588
"sản_phẩm tốt , chắc_chắn và nhìn rất đẹp_mắt",1,pseudo,0.9929319620132446
mn nên mua về để trang_trí bàn học vv,1,pseudo,0.9899876713752748
chất_lượng sản_phẩm quá nà xinh_đẹp lun,1,pseudo,0.9929482936859132
"tr ơi săn sa le có k à ủa alu shop oi gì mà vừa rẻ vừa đẹp , quá hời r , sao o",1,pseudo,0.9918622970581056
hình_ảnh vd mang tính_chất xu,0,pseudo,0.0387446656823158
đóng_gói chưa kỹ lắm nên cái vào chỗ bị móp nhưng_mà lắp lên xinh lắm luôn mọi người còn phân_vân thì mua nha a,1,pseudo,0.9893372058868408
ok lắm các bạn nên mua nha_trang trí lên nhìn gọn hẳn luôn mà đẹp nữa,1,pseudo,0.992948055267334
"chất_lượng sản phẩmđẹp , ok",1,pseudo,0.9928943514823914
"kệ chắc_chắn , lắp_ráp dễ_dàng",1,pseudo,0.9924526810646056
shop phục_vụ chu_đáo nhiệt_tình,1,pseudo,0.988916039466858
giao hàng siêu nhanh,1,pseudo,0.9897201657295228
nên mua nhé mn,1,pseudo,0.991194486618042
"sản_phẩm dùng rất tuyệt , kệ rất đẹp , cứng_cáp , đựng đồ nhiều",1,pseudo,0.9929335117340088
"rất ưng sản_phẩm luôn mọi người ạ , mọi người nên mu ủng_hộ shop nhá",1,pseudo,0.9928476810455322
giá để siêu xinh luôn nha a giá vừa_phải lại siêu xịn xò nên mua nha mụi ngừ ii hi_hi hi_hi hi_hi hi_hi i,1,pseudo,0.9929643869400024
g ư h dop abc x v b n m ti o oa ad l x nxb b n m,0,pseudo,0.0397218838334083
"truyện ma có_thể là bất_kỳ tác_phẩm hư_cấu , hoặc vở kịch nào đề_cập đến ma , hoặc chỉ đơn_giản là lấy_làm tiền_đề cho khả_năng ma có thật hoặc niềm tin của nhân_vật về sự tồn_tại của chúng",0,pseudo,0.0056732529774308
hàng đẹp đóng_gói cẩn_thận giao hàng rất nhanh nha tuần là về r,1,pseudo,0.992767095565796
"xinh lại còn rẻ nữa í , nên mua nha mng",1,pseudo,0.9928774237632751
mình mới ra thì thấy rất được,1,pseudo,0.991121768951416
hình_ảnh chỉ mang tính_chất minh_hoạ thoi chứ kém chất_lượng nha,0,pseudo,0.0039791236631572
cũng_nên mua,1,pseudo,0.9900683760643004
so beu tiu l lần sau sẽ ủng_hộ shop tiếp,1,pseudo,0.991599440574646
chất_lượng sản_phẩm cực_kỳ tốt luôn ạ tốt hơn mình họ vọng rất nhiều luôn í mình mua với giá cục kì rẻ mà_lại cực_kỳ chất_lượng mình sẽ chắc_chắn quay lại shop ạ,1,pseudo,0.9929416179656982
hàng rất là xịn xì con bò nha không có gì để chê ạ miễn bàn luôn giá siêu rẻ hàng chất_lượng ngại gì mà anh_em không thử,1,pseudo,0.992927610874176
cảm_ơn shop nhiều ạ e sẽ ủng_hộ shop tiếp ạ đặc_biệt là giao hàng siêu nhanh chỉ hơn ngày là có hàng về tay rồi hi_hi,1,pseudo,0.9927198886871338
"kệ rất đẹp , chắc_chắn",1,pseudo,0.9929226636886596
hàng ok nha hơn mong_đợi,1,pseudo,0.992547571659088
đóng_gói rất kĩ nên mua nha,1,pseudo,0.9928277134895324
"kệ đẹp lắm luôn , có ánh ánh màu hồng nữa",1,pseudo,0.9926586747169496
nhma mình kh bt nắp,0,pseudo,0.0421897880733013
nhìn hình_mẫu đáng_lẽ ra phải nhiều lỗ để vặn ốc vào chứ ạ,0,pseudo,0.04270451515913
"tuy_nhiên shop đóng_gói ko cẩn_thận lắm , hi_vọng shop khắc_phục",0,pseudo,0.0363901443779468
"sản_phẩm cũng đc nha mn nếu mn mua để đựng nhiều sách thì nên cân_nhắc nha tại cái này khá yếu ấy sài không đc lâu cho lm , còn đựng ít thì rất ư là đ ỉn k lun ý hình_ảnh chỉ để nhận xu",0,pseudo,0.0094449147582054
"shop giao đúng mà u , shipper thân_thiện , đóng_gói chắc_chắn , dễ lắp_ráp , vân gỗ xinh",1,pseudo,0.99276602268219
"chất_lượng sản_phẩm rất tốt , chắc_chắn , đẹp",1,pseudo,0.9928955435752868
"hàng rất đúng với mô_tả , xịn hơn m tưởng_tượng , nói_chung rất đẹp",1,pseudo,0.992917776107788
cạnh thì bị trầy_xước ghê luôn ớ có tấm bị bẩn ns chung vs giá k thì cx đc cho shop sao,0,pseudo,0.0371051989495754
"kệ siêu sinh luôn á , kh ngờ săn được với giá k mà chất_lượng đỉnh ntn luôn , cho shop sao a shipper sao",1,pseudo,0.992936670780182
"rất chắc nhé bọc kĩ lắp cũng dễ_dàng nè , định nhờ ny làm giúp mà dễ quá tự làm luôn giao siêu nhanh nữa tk mới với k ship nữa có",1,pseudo,0.9927589893341064
chất_lượng sản_phẩm cha at luong tốt kệ đẹp chắc_chắn,1,pseudo,0.9929379820823668
đúng với mô_tả s p đẹp ok n r rẻ hợp de cor bàn học,1,pseudo,0.9929394721984864
sản_phẩm giá rẻ mà tốt đựng siêu nhiều sách luôn ý,1,pseudo,0.9928122162818908
chất_lượng sản_phẩm u h,1,pseudo,0.988646924495697
"sản_phẩm ổn , rất xịn q ư e r ty ui op as d g h k l x c",1,pseudo,0.9892792105674744
kệ lắp dễ đẹp nữa mng nên mua nha a,1,pseudo,0.9927772283554076
ni c k này của tôi bằng ni c k ms nên hàng của shop còn có k nên shop giống như kiểu cố_tình gửi như_thế ý hoặc là so cách vận chuyện tôi cũng không chắc nhưng với k thì tôi không đòi_hỏi nhiều có ốc nha mọi người lắp cũng rất dễ đang,0,pseudo,0.0397993363440036
"rất ưng_ý , sản_phẩm đẹp , tuyệt_vời , vận_chuyển n h anh , shipper thân_thiện",1,pseudo,0.9929278492927552
"kệ xinh lắm nha , dễ lắp_ghép",1,pseudo,0.9926573634147644
"sp tốt mua đc giá sa le nên rẻ quá_trời luôn , gỗ chắc_chắn mỗi_tội khi mở_hàng thì thấy có hơi nhiều vân gỗ",1,pseudo,0.989309310913086
hàng giao rất ổn ạ có đánh_dấu chỗ để tua_vít vào được lắm luôn cảm_ơn shop p nhiều,1,pseudo,0.9922510981559752
tr ơi đẹp lắm mn ạ,1,pseudo,0.9928136467933656
sẽ ủng_hộ shop thêm nha à với_lại kệ khá chắc_chắn,1,pseudo,0.9917889833450316
ko có vặn ốc các b nhe,0,pseudo,0.0150379240512847
hàng thì xấu mà kêu đẹp cam_kết này kia,0,pseudo,0.0116410236805677
kém,0,pseudo,0.0070473160594701
chất_lượng sản_phẩm đẹp dễ lắm,1,pseudo,0.9928293824195862
đúng với mô tảk thể chê đc vs giá này thì hời quó,1,pseudo,0.9925232529640198
hình_ảnh và vid chỉ mang tính_chất nhận xu do người mua lười chụp,0,pseudo,0.0043183998204767
chất_lượng sản_phẩm chất_lượng sản_phẩm rất tốt,1,pseudo,0.9926623106002808
vau va k q i v s ko b kav kag ư bih e he s c i su s r r bs a v v su s vai v q ka so q o q v s k,0,pseudo,0.0039968281053006
"kệ xinh xuất_sắc , để bàn học nhìn gọn_gàng hẳn",1,pseudo,0.992856502532959
nội_dung chỉ mang tính_chất đánh_giá,0,pseudo,0.0072138682007789
hàng đẹp nha mấy gốc bị chốc sơn và nứt nha nhưng giá rẻ đc vậy là quá ok ròi,1,pseudo,0.9896003007888794
hình_ảnh chỉ mang tính nhận xu,0,pseudo,0.0039409627206623
"đã mua ở shop nhiều lần , giao n h anh , uy_tín , giá rẻ",1,pseudo,0.9922178983688354
dùng ổn đẹp tốt,1,pseudo,0.9916491508483888
rẻ bèo mà rất tuỵ t luôn,1,pseudo,0.989188015460968
giao hàng nhanh đóng_gói kh sơ_sài giá_cả hợp_lý mọi ng nên mua để uh shop ạ,1,pseudo,0.9923589825630188
giao hàng nhanh mà sp cx đẹp lắm nha mn,1,pseudo,0.9905964136123656
"chất_lượng sản_phẩm tốt , đẹp",1,pseudo,0.9926013350486756
chất_lượng sản_phẩm y h,1,pseudo,0.9921938180923462
vụ ko ko ko ko bị ko có xe sẽ sẽ sẽ dễ bị như mơ mơ_hồ hu hi đi d rum ti ng dn hd dn di đổ hệ_từ utd từ ít đến ít,0,pseudo,0.0263980012387037
gói tặng sơ_sài,0,pseudo,0.0211253557354211
nhiều mạnh lệ bị sứt,0,pseudo,0.0077546443790197
"mô_tả shop bảo ốc vít nhưng mình chỉ nhận đc cái , lắp vào nhìn k đc chắc lắm nghiêng_nghiêng kiểu á",0,pseudo,0.0118292570114135
hàng đẹp lắm nha mn,1,pseudo,0.9923924207687378
mik là khách_hàng mới lên được giảm còn k thôi mà chất_lượng như này thì rất ưng_ý lun,1,pseudo,0.9909892678260804
"shop giao hàng n h anh , sản_phẩm rất ổn",1,pseudo,0.9920444488525392
hàng k mà xịn xịn xịn xịn xịn xịn xịn xịn xịn xịn xịn xịn,1,pseudo,0.992891788482666
"rât đep , tôt re nưa a",1,pseudo,0.9929388761520386
đóng_gói sản_phẩm rất đẹp và chắc_chắn,1,pseudo,0.9928370118141174
"kệ chắc_chắn , xinh h không bị tróc_sơn",1,pseudo,0.9928736686706544
vì rẻ nên không dám hi_vọng nhiều shop giao hàng đã bong thì hơi chán thật,0,pseudo,0.0058347568847239
lắp vào còn xộc_xệch ko đều,0,pseudo,0.004360883962363
đúng với mô_tả đẹp hơn trong hình,1,pseudo,0.9895727038383484
ngày xuất kho công_cụ trị_giá nghìn đồng công_cụ cho công_ty t n h h an bình thuê trong thời_gian tháng với giá triệu đồng bao_gồm cả thuế g t g t,0,pseudo,0.0425457991659641
lần đầu mua mà cảm_thấy cực_kì ưng_ý luôn ấy lần tới sẽ ủng_hộ shop tiếp,1,pseudo,0.99291330575943
hàng giao nhanh lắm luôn đợi một ngày là gàng đã tới nơi r,1,pseudo,0.991486132144928
"túi xinh lắm ạ , nam_châm k dính lắm nói_chung giá vậy thì ổn_áp ạ , nên mua nha quí dị",1,pseudo,0.9929238557815552
"túi đẹp k chê vào đâu được , shipper nhiệt_tình , thân_thiện",1,pseudo,0.9929413795471193
túi xinh đúng orm với chất_lượng như này là quá ok ko đòi_hỏi gì hơn,1,pseudo,0.9928265810012816
ngày là nhận đc hàng túi đẹp có ít chỉ thừa túi rất xinh rất đáng mua,1,pseudo,0.9929637908935548
mọi người nên mua nha đẹp lắm hình_ảnh tính_chất nhận xu,1,pseudo,0.9898107051849364
"giao hàng n h anh , ship e r thân_thiện , shop nhiệt_tình lắm , lần sau sẽ ủng_hộ",1,pseudo,0.9927141070365906
"đẹp , dây đeo chắc_chắn , ngăn ngăn lớn vừa điện_thoại , ngắn nhỏ có khoá",1,pseudo,0.9888994097709656
chất_lượng hơn so với giá tiền nên mua nhé,1,pseudo,0.9918199777603148
đúng với mô_tả túi to đựng vừa cái đt,0,pseudo,0.0149880815297365
"mâu dễ_thương dễ phối đồ , thi ê t kế đẹp",1,pseudo,0.9928399324417114
"nhận hàng mình khá ngạc_nhiên vì túi thực_sự rất xinh_xắn , đứng orm chứ không mềm ẹp , trắng_tinh , đẹp từ mũi chỉ tới hạt cườm , nói_chung là xuất_sắc luôn ý",1,pseudo,0.9928755760192872
rất hợp để mang đi dự tiệc hay đám_cưới nhìn sang mà xinh,1,pseudo,0.9928616881370544
"túi đứng orm cữ n g cáp , có hộc nhỏ bỏ đồ , đừng chỉ may đẹp , da mềm , nói_chung khá ưng_ý luôn , mn nên thử nha",1,pseudo,0.9927678108215332
"túi đẹp hơn so với giá nhé , đáng mua",1,pseudo,0.9926687479019164
"túi đẹp , chất_lượng phù_hợp với giá tiền",1,pseudo,0.9904019236564636
"shop giao hàng n h anh , đóng_gói cẩn_thận , shipper thân_thiện",1,pseudo,0.992589831352234
túi đẹp lắm luôn ó,1,pseudo,0.992891788482666
các kiểu luôn,0,pseudo,0.0048073981888592
đúng với mô_tả đẹp hơn trong ảnh ạ,1,pseudo,0.989155113697052
"vì ni c k mới lên mua với giá k thui ạ , k ngờ là nó đẹp hơn mình nghĩ , k chủ thừa đường may rất đẹp nha mn , k có gì để chê ạ ship và chuẩn_bị hàng nhanh nắm ạ",1,pseudo,0.9928695559501648
được cái_là shop ship túi k bị mất orm như những rat e của shop khác nên ưng,1,pseudo,0.9895697832107544
"túi chất_liệu đẹp , kiểu_dáng trẻ_trung tinh_tế , giao hàng và chuẩn_bị hàng nhanh đóng_gói cẩn_thận sẽ ủng_hộ shop thêm",1,pseudo,0.9928570985794068
"túi phù_hợp với giá tiền , đường may và chất túi ok",1,pseudo,0.9888893365859984
chất_liệu ừ thì,0,pseudo,0.0397701598703861
màu_sắc ý_nghĩa,1,pseudo,0.9918147921562196
đúng với mô tảờ thì,0,pseudo,0.0449211038649082
hình_ảnh hỉ mang tính_chất minh_hoạ để nhận xu,0,pseudo,0.0437602922320365
sản_phẩm đẹp đóng_gói khá cẩn_thận,1,pseudo,0.9925285577774048
sản_phẩm đẹp chắc_chắn giữ đc orm đóng_gói cẩn_thận,1,pseudo,0.99289071559906
"túi đẹp lắm nhé , shop đóng hàng cẩn_thận , giao nhanh lắm",1,pseudo,0.9924455285072328
hàng rất tuyệt_vời luôn nhá mn nên mua đẹp ngoài sự mong_đợi của mk,1,pseudo,0.9929277300834656
hết hàng nhưng tận sau ngày mới gọi điện thông_báo chuẩn_bị hàng khoảng ngày và mình có nt cho shop hỏi thì shop chỉ_bảo là lượng đơn hàng quá_tải,0,pseudo,0.0076008173637092
túi xinh_xắn lắm mọi người ơi sa le thì siêu rẻ luôn ấy nên mua nha,1,pseudo,0.9929505586624146
"giao hàng n h anh , đóng_gói cẩn_thận , túi rất đẹp , rom cứng_cáp , da mềm",1,pseudo,0.9929323196411132
"mua hàng lần tại shop rồi nên chất_lượng khỏi bàn_cãi , sẽ còn ủng_hộ shop lâu_dài",1,pseudo,0.9929075241088868
"túi đẹp , shop đóng_gói cẩn_thận , chuẩn_bị và giao hàng n h anh , nhận được hàng rất ưng_ý , hài_lòng , sao cho shop nha",1,pseudo,0.9929330348968506
túi đẹp lắm mn ơi,1,pseudo,0.9924801588058472
"shop bao_gói sản_phẩm rất đẹp , có để lót bên trong để giữ orm túi",1,pseudo,0.9881153106689452
giá rẻ nhưng sản_phẩm chất_lượng nên mua ạ,1,pseudo,0.9907840490341188
chất_liệu khong biet,0,pseudo,0.0042397263459861
túi i đẹp lắm luôn ýyy mn nên thử nha nma mùi túi hơi nồng tí nma nchung là tuỵ t t vời,1,pseudo,0.9924693703651428
"giá rẻ , túi xịn , đóng_gói kĩ , khỏi nói nhiều u đ ỉm m",1,pseudo,0.9929197430610656
điểm điểm nha ss d sn s s k s k dns bích phương mãi đỉnh kk,1,pseudo,0.9916015267372132
"túi xinh lắm luônn , hàng đúng như mô_tả , bọc kỹ cẩn_thận , chất ưng lém hi_hi i",1,pseudo,0.9929718375205994
túi đẹp lắm nha mọi người,1,pseudo,0.9922049641609192
mình nghĩ shop nên cho vào hộp để an_toàn hơn,0,pseudo,0.0180265177041292
túi xinh cực luôn í,1,pseudo,0.9929376244544984
orm cứng cap,0,pseudo,0.0097852349281311
shop đóng_gói hảng chắc_chắn,1,pseudo,0.9899103045463562
tư_vấn khách_hàng còn cực_kì nhiệt_tình,1,pseudo,0.9910215735435486
hàng đẹp rẻ ưng lắm,1,pseudo,0.9929318428039552
sẽ ủng_hộ dài_dài,1,pseudo,0.9922192096710204
"túi xinh , giao hàng n h anh , đóng_gói cẩn_thận nên không bị mất orm , nói_chung với giá này mà được túi rất chất_lượng",1,pseudo,0.9926464557647704
"giao hàng n h anh , túi siêu xinh , nhìn giống trong hình mà giá lại rất phải_chăng",1,pseudo,0.9926417469978333
"túi hơi móp xí u , giá rẻ mà xinh lắm , hơi khó đóng túi , nói_chung là ưng",1,pseudo,0.992710828781128
"balo dày_dặn , quai đeo chắc_chắn , có đệm lưng",1,pseudo,0.9902774095535278
rất thích kiểu_dáng này,1,pseudo,0.9913663268089294
chất_liệu chắc là giả_da,0,pseudo,0.0374280586838722
"hàng đẹp , giá_cả hợp_lí vì săn sa le s",1,pseudo,0.9927183389663696
"shop đáng yêu lắm nha , túi đẹp , đóng_gói gửi đi rất cẩn_thận , giá phù_hợp nên mua nha",1,pseudo,0.9928834438323976
"sản_phẩm giống hình , đẹp , đứng orm",1,pseudo,0.9902952909469604
nên mua nhé mng,1,pseudo,0.9910003542900084
đi với ai vậy em đi học là một loài bọ em có thôi em không ngủ,0,pseudo,0.0114953834563493
túi đẹp ship nhanh đóng_gói cẩn_thận chắc_chắn,1,pseudo,0.9922404289245604
"shop nhiệt_tình hổ trợ khách khi có sự_cố về sp , mình rất hài_lòng về sp và cs kh của shop",1,pseudo,0.9898231625556946
"hình_ảnh mang tính_chất nhận x u , giá rẻ , đóng_gói cẩn_thận , túi đẹp , rộng , đựng được nhiều đồ , đáng mua",1,pseudo,0.9928211569786072
